Symbol,Name,Description,Sector,Industry,Industry_2,Optionable,Country,URL
DRUG,Bright Minds Biosciences Inc.,Pharmaceutical preparations,Medical,MED-BIOMED/GENE,DRUGS,N,UNITED STATES,https://finviz.com/quote.ashx?t=DRUG
DRVN,Driven Brands Holdings,"Automotive repair, services & parking",Retail/Wholesale,RET/WHL-AUTO PT,NONFOOD RETAIL/WH,Y,UNITED STATES,https://finviz.com/quote.ashx?t=DRVN
DRWN,A Clean Slate,Legal services,Business Services,BUSINESS SVCS,BUSINESS SERVICES,N,UNITED STATES,https://finviz.com/quote.ashx?t=DRWN
DSAQ,Direct Selling Acquisition Corp.,Holding & other investment offices,Unclassified,UNCLASSIFIED,UNCLASSIFIED,N,UNITED STATES,https://finviz.com/quote.ashx?t=DSAQ
DSCSY,DISCO CORP,Private households,Industrial Products,MACH-MATL HDLG,MACHINERY,N,JAPAN,https://finviz.com/quote.ashx?t=DSCSY
DSDVY,DSV,Transportation services,Transportation,TRANS-SERVICES,TRANSPORTATION,N,DENMARK,https://finviz.com/quote.ashx?t=DSDVY
DSEEY,Daiwa Securities Group,Private households,Finance,FIN-MISC SVCS,FINANCE,N,JAPAN,https://finviz.com/quote.ashx?t=DSEEY
DSFGY,DAH SING FIN GP,,,,,,,https://finviz.com/quote.ashx?t=DSFGY
DSFIY,DSM Firmenich AG - Sponsored ADR,,Consumer Staples,COSMETICS&TLTRS,SOAPS/COSMETICS,N,,https://finviz.com/quote.ashx?t=DSFIY
DSGN,Design Therapeutics,Pharmaceutical preparations,Medical,MED-BIOMED/GENE,DRUGS,Y,UNITED STATES,https://finviz.com/quote.ashx?t=DSGN
DSGR,Distribution Solutions Group,"Machinery, equipment, & supplies",Business Services,Technology Services,BUSINESS SERVICES,Y,UNITED STATES,https://finviz.com/quote.ashx?t=DSGR
DSGX,The Descartes Systems Group,Prepackaged software,Computer and Technology,COMP-SOFTWARE,COMPUTER SOFT/SERV,Y,CANADA,https://finviz.com/quote.ashx?t=DSGX
DSHK,Drive Shack,Eating & drinking places,Consumer Discretionary,LEISURE&REC SVS,LEISURE SERVICES,N,UNITED STATES,https://finviz.com/quote.ashx?t=DSHK
DSNKY,"Daiichi Sankyo Co., Ltd. - Sponsored ADR",Pharmaceutical preparations,Medical,MED-DRUGS,DRUGS,N,JAPAN,https://finviz.com/quote.ashx?t=DSNKY
DSNY,Destiny Media Technologies,Prepackaged software,Computer and Technology,INTERNET SOFTWARE,COMPUTER SOFT/SERV,N,CANADA,https://finviz.com/quote.ashx?t=DSNY
DSP,Viant Technology,"Computer programming, data processing, & other computer related",Business Services,Technology Services,BUSINESS SERVICES,Y,UNITED STATES,https://finviz.com/quote.ashx?t=DSP
DSRLF,DiaSorin,Private households,Medical,MED PRODUCTS,MED PRODS,N,ITALY,https://finviz.com/quote.ashx?t=DSRLF
DSS,Document Security Systems,Paperboard containers & boxes,Multi-Sector Conglomerates,DIVERSIFIED OPS,CONGLOMERATES,N,UNITED STATES,https://finviz.com/quote.ashx?t=DSS
DSUS,DRONE SVCS USA,,,,,,,https://finviz.com/quote.ashx?t=DSUS
DSWL,Deswell Industries,"Plastics products, not elsewhere classified",Computer and Technology,ELEC-MISC COMPONENTS,ELECTRONICS,N,CHINA,https://finviz.com/quote.ashx?t=DSWL
DSX,Diana Shipping,Deep sea foreign transportation of freight,Transportation,TRANS-SHIP,TRANSPORTATION,Y,GREECE,https://finviz.com/quote.ashx?t=DSX
DSY,Big Tree Cloud Holdings Limited,"Converted paper & paperboard products, except containers & box",Consumer Staples,CONS PD- MISC STPL,CON PRD-MISC STAPLES,N,CHINA,https://finviz.com/quote.ashx?t=DSY
DT,Dynatrace,Prepackaged software,Computer and Technology,IT Services,COMPUTER SOFT/SERV,Y,UNITED STATES,https://finviz.com/quote.ashx?t=DT
DTCGF,DOMETIC GP,Help supply services,Consumer Discretionary,LEISURE&REC PRD,OTHER CONS DISC,N,SWEDEN,https://finviz.com/quote.ashx?t=DTCGF
DTCK,Davis Commodities Limited,Farm-product raw materials,Consumer Staples,AGRI OPERATIONS,FOOD,N,SINGAPORE,https://finviz.com/quote.ashx?t=DTCK
DTE,DTE Energy,Electric services,Utilities,UTIL-ELEC PWR,UTIL-ELEC PWR,Y,UNITED STATES,https://finviz.com/quote.ashx?t=DTE
DTEAF,DavidsTea,Food stores,Consumer Staples,BEVERAGES-SOFT,BEVERAGES,N,CANADA,https://finviz.com/quote.ashx?t=DTEAF
DTEGY,Deutsche Telekom,Radiotelephone communication,Utilities,Diversified Comm Services,UTIL-TELEPHONE,N,GERMANY,https://finviz.com/quote.ashx?t=DTEGY
DTGI,Digerati Technologies,Data processing & preparation,Computer and Technology,INTERNET SOFTWARE,COMPUTER SOFT/SERV,N,UNITED STATES,https://finviz.com/quote.ashx?t=DTGI
DTI,Drilling Tools International Corp.,Oil & gas field machinery,Oils/Energy,OIL-FIELD SVCS,OIL MACH/SVC/DRILL,N,UNITED STATES,https://finviz.com/quote.ashx?t=DTI
DTIL,Precision BioSciences,"Biological products, except diagnostic",Medical,MED-BIOMED/GENE,DRUGS,N,UNITED STATES,https://finviz.com/quote.ashx?t=DTIL
DTM,DT Midstream,Natural gas transmission,Oils/Energy,OIL-US INTEGRTD,OIL-INTEGRATED,Y,UNITED STATES,https://finviz.com/quote.ashx?t=DTM
DTRK,Datatrak International,Data processing & preparation,Computer and Technology,COMP-PERIPH EQP,COMPUTER/OFFICE EQUIP,N,UNITED STATES,https://finviz.com/quote.ashx?t=DTRK
DTRUY,Daimler Truck Holding AG - Sponsored ADR,,Auto/Tires/Trucks,AUTO -FOREIGN,AUTOS/TIRES/TRUCKS,N,,https://finviz.com/quote.ashx?t=DTRUY
DTSQ,DT Cloud Star Acquisition Corporation,Holding & other investment offices,Unclassified,UNCLASSIFIED,UNCLASSIFIED,N,UNITED STATES,https://finviz.com/quote.ashx?t=DTSQ
DTSS,Datasea,Prepackaged software,Computer and Technology,IT Services,COMPUTER SOFT/SERV,N,CHINA,https://finviz.com/quote.ashx?t=DTSS
DTST,Data Storage,Data processing & preparation,Computer and Technology,INTERNET SERVICES,COMPUTER SOFT/SERV,N,UNITED STATES,https://finviz.com/quote.ashx?t=DTST
DTTLY,DATATEC,Private households,Business Services,Technology Services,BUSINESS SERVICES,N,SOUTH AFRICA,https://finviz.com/quote.ashx?t=DTTLY
DTZZF,Dotz Nano Limited,"Electronic components, not elsewhere classified",Business Services,Technology Services,BUSINESS SERVICES,N,ISRAEL,https://finviz.com/quote.ashx?t=DTZZF
DUERF,Duerr AG,,,,,,,https://finviz.com/quote.ashx?t=DUERF
DUFRY,Avolta AG - Unsponsored ADR,Private households,Consumer Discretionary,LEISURE&REC SVS,LEISURE SERVICES,N,SWITZERLAND,https://finviz.com/quote.ashx?t=DUFRY
DUK,Duke Energy,Electric & other services combined,Utilities,UTIL-ELEC PWR,UTIL-ELEC PWR,Y,UNITED STATES,https://finviz.com/quote.ashx?t=DUK
DUKR,DUKE Robotics Corp.,Aircraft,Aerospace,AEROSP/DEFENSE,AEROSPACE/DEFENSE,N,ISRAEL,https://finviz.com/quote.ashx?t=DUKR
DUO,Fangdd Network Group,Real estate,Finance,REAL ESTATE OPS,REAL ESTATE,N,CHINA,https://finviz.com/quote.ashx?t=DUO
DUOL,Duolingo,Prepackaged software,Business Services,Technology Services,BUSINESS SERVICES,Y,UNITED STATES,https://finviz.com/quote.ashx?t=DUOL
DUOT,"Duos Technologies Group, Inc.",Prepackaged software,Business Services,Technology Services,BUSINESS SERVICES,N,UNITED STATES,https://finviz.com/quote.ashx?t=DUOT
DV,DoubleVerify,"Computer programming, data processing, & other computer related",Computer and Technology,INTERNET SOFTWARE,COMPUTER SOFT/SERV,Y,UNITED STATES,https://finviz.com/quote.ashx?t=DV
DVA,DaVita,"Miscellaneous health & allied services, not elsewhere classified",Medical,MED-OUTP/HM CRE,MEDICAL CARE,Y,UNITED STATES,https://finviz.com/quote.ashx?t=DVA
DVAX,Dynavax Technologies,Pharmaceutical preparations,Medical,MED-BIOMED/GENE,DRUGS,Y,UNITED STATES,https://finviz.com/quote.ashx?t=DVAX
DVDCF,Campari Group,Private households,Consumer Staples,BEVERAGES-ALCOH,BEVERAGES,N,ITALY,https://finviz.com/quote.ashx?t=DVDCF
DVLN,DVL,Real estate investment trusts,Finance,REIT-MTGE TRUST,REAL ESTATE,N,UNITED STATES,https://finviz.com/quote.ashx?t=DVLN
DVLT,Datavault AI Inc.,Semiconductors & related devices,Computer and Technology,INTERNET SOFTWARE,COMPUTER SOFT/SERV,N,UNITED STATES,https://finviz.com/quote.ashx?t=DVLT
DVN,Devon Energy,Crude petroleum & natural gas,Oils/Energy,OIL-US EXP&PROD,OIL-EXP&PROD,Y,UNITED STATES,https://finviz.com/quote.ashx?t=DVN
DVS,Dolly Varden Silver Corporation,,Basic Materials,MINING -MISC,METALS-NON FERR,Y,,https://finviz.com/quote.ashx?t=DVS
DWAHY,Daiwa House Industry Co.,,,,,,,https://finviz.com/quote.ashx?t=DWAHY
DWAY,"DriveItAway Holdings, Inc.",Educational services,Computer and Technology,INTERNET SOFTWARE,COMPUTER SOFT/SERV,N,UNITED STATES,https://finviz.com/quote.ashx?t=DWAY
DWSN,Dawson Geophysical,Oil & gas exploration services,Oils/Energy,OIL-FIELD SVCS,OIL MACH/SVC/DRILL,N,UNITED STATES,https://finviz.com/quote.ashx?t=DWSN
DWTX,"Dogwood Therapeutics, Inc",Pharmaceutical preparations,Medical,MED-BIOMED/GENE,DRUGS,N,UNITED STATES,https://finviz.com/quote.ashx?t=DWTX
DWVYF,Derwent London,Private households,Finance,REAL ESTATE OPS,REAL ESTATE,N,UNITED KINGDOM,https://finviz.com/quote.ashx?t=DWVYF
DX,Dynex Capital,Real estate investment trusts,Finance,REIT-MTGE TRUST,REAL ESTATE,Y,UNITED STATES,https://finviz.com/quote.ashx?t=DX
DXC,DXC Technology,Data processing & preparation,Computer and Technology,IT Services,COMPUTER SOFT/SERV,Y,UNITED STATES,https://finviz.com/quote.ashx?t=DXC
DXCM,DexCom,Surgical & medical instruments,Medical,MED INSTRUMENTS,MED PRODS,Y,UNITED STATES,https://finviz.com/quote.ashx?t=DXCM
DXF,Eason Technology Limited - Sponsored ADR,Nondepository credit institutions,Finance,REAL ESTATE OPS,REAL ESTATE,N,CHINA,https://finviz.com/quote.ashx?t=DXF
DXLG,Destination XL Group,Family clothing stores,Retail/Wholesale,RETAIL-APP/SHOE,NONFOOD RETAIL/WH,Y,UNITED STATES,https://finviz.com/quote.ashx?t=DXLG
DXPE,DXP Enterprises,Industrial machinery & equipment,Industrial Products,MACH-GENL INDL,MACHINERY,Y,UNITED STATES,https://finviz.com/quote.ashx?t=DXPE
DXR,Daxor,Surgical & medical instruments,Medical,MED-OUTP/HM CRE,MEDICAL CARE,N,UNITED STATES,https://finviz.com/quote.ashx?t=DXR
DXST,Decent Holding Inc.,Sanitary services,Business Services,Waste Removal Svcs,BUSINESS SERVICES,N,CHINA,https://finviz.com/quote.ashx?t=DXST
DXYN,The Dixie Group,Carpets & rugs,Consumer Discretionary,TEXTILE-HME FRN,HM FURN/APPLI,N,UNITED STATES,https://finviz.com/quote.ashx?t=DXYN
DXYZ,Destiny Tech100 Inc.,,,,,,,https://finviz.com/quote.ashx?t=DXYZ
DY,Dycom Industries,"Water, sewer, & utility lines",Construction,BLDG-HEAVY CNST,CONSTRUCT/BLDG SERV,Y,UNITED STATES,https://finviz.com/quote.ashx?t=DY
DYAI,Dyadic International,"Biological products, except diagnostic",Medical,MED-BIOMED/GENE,DRUGS,Y,UNITED STATES,https://finviz.com/quote.ashx?t=DYAI
DYCQ,DT Cloud Acquisition Corporation,Holding & other investment offices,Unclassified,UNCLASSIFIED,UNCLASSIFIED,N,UNITED KINGDOM,https://finviz.com/quote.ashx?t=DYCQ
DYLLF,Deep Yellow Limited,"Fire, marine, & casualty insurance",Basic Materials,MINING -MISC,METALS-NON FERR,N,AUSTRALIA,https://finviz.com/quote.ashx?t=DYLLF
DYN,Dyne Therapeutics,Pharmaceutical preparations,Medical,MED-DRUGS,DRUGS,Y,UNITED STATES,https://finviz.com/quote.ashx?t=DYN
DYNT,Dynatronics,Surgical & medical instruments,Medical,MED INSTRUMENTS,MED PRODS,N,UNITED STATES,https://finviz.com/quote.ashx?t=DYNT
DYSL,Dynasil Corp. of America,"Glass & glassware, pressed or blown",Computer and Technology,LASERS-SYS/COMP,MISC TECHNOLOGY,N,UNITED STATES,https://finviz.com/quote.ashx?t=DYSL
DZGH,Da Zhong Trading Group Holding Company,Miscellaneous nondurable goods,Finance,FIN-SBIC&COMMRL,FINANCE,N,UNITED STATES,https://finviz.com/quote.ashx?t=DZGH
E,Eni,Crude petroleum & natural gas,Oils/Energy,OIL-INTL INTGD,OIL-INTEGRATED,Y,ITALY,https://finviz.com/quote.ashx?t=E
EA,Electronic Arts,Prepackaged software,Consumer Discretionary,GAMING,LEISURE SERVICES,Y,UNITED STATES,https://finviz.com/quote.ashx?t=EA
EACO,EACO,"Electronic parts & equipment, not elsewhere classified",Finance,REAL ESTATE OPS,REAL ESTATE,N,UNITED STATES,https://finviz.com/quote.ashx?t=EACO
EADSY,Airbus SE - Unsponsored ADR,Private households,Aerospace,AEROSP/DEF EQ,AEROSPACE/DEFENSE,N,NETHERLANDS,https://finviz.com/quote.ashx?t=EADSY
EAF,GrafTech International,Electrical industrial apparatus,Industrial Products,METAL PROC&FABR,METALS FABRICATING,Y,UNITED STATES,https://finviz.com/quote.ashx?t=EAF
EARN,Ellington Credit Company,Real estate investment trusts,Finance,REIT-MTGE TRUST,REAL ESTATE,Y,UNITED STATES,https://finviz.com/quote.ashx?t=EARN
EASY,LO-DEF DIV GRTH,,,,,,,https://finviz.com/quote.ashx?t=EASY
EAT,Brinker International,Eating places,Retail/Wholesale,RETAIL-RESTRNTS,FOOD/DRUG-RTL/WHL,Y,UNITED STATES,https://finviz.com/quote.ashx?t=EAT
EAUI,EAU Technologies,Polishes & sanitation goods,Industrial Products,POLLUTION CNTRL,POLLUTION CNTRL,N,UNITED STATES,https://finviz.com/quote.ashx?t=EAUI
EAXR,Ealixir,"Communications equipment, not elsewhere classified",Computer and Technology,INTERNET SERVICES,COMPUTER SOFT/SERV,N,UNITED STATES,https://finviz.com/quote.ashx?t=EAXR
EB,Eventbrite,"Computer programming, data processing, & other computer related",Computer and Technology,INTERNET SERVICES,COMPUTER SOFT/SERV,Y,UNITED STATES,https://finviz.com/quote.ashx?t=EB
EBAY,eBay,"Business services, not elsewhere classified",Retail/Wholesale,INTERNET COMMERCE,NONFOOD RETAIL/WH,Y,UNITED STATES,https://finviz.com/quote.ashx?t=EBAY
EBC,Eastern Bankshares,Federal savings institutions,Finance,BANKS-NORTHEAST,BANKS & THRIFTS,Y,UNITED STATES,https://finviz.com/quote.ashx?t=EBC
EBCOY,Ebara Corporation,,,,,,,https://finviz.com/quote.ashx?t=EBCOY
EBET,EBET,Amusement & recreation services,Business Services,Technology Services,BUSINESS SERVICES,N,UNITED STATES,https://finviz.com/quote.ashx?t=EBET
EBF,Ennis,Manifold business forms,Industrial Products,OFFICE SPPL&FRM,IND PRODS/SVC,Y,UNITED STATES,https://finviz.com/quote.ashx?t=EBF
EBKDY,Erste Group Bank,"Commercial banks, not elsewhere classified",Finance,BANKS-FOREIGN,BANKS-MAJOR,N,AUSTRIA,https://finviz.com/quote.ashx?t=EBKDY
EBMT,Eagle Bancorp Montana,State commercial banks,Finance,BANKS-MIDWEST,BANKS & THRIFTS,N,UNITED STATES,https://finviz.com/quote.ashx?t=EBMT
EBODF,Renewable Energy Trade Board,,Oils/Energy,Solar,ENERGY-ALT SRCS,N,CHINA,https://finviz.com/quote.ashx?t=EBODF
EBON,Ebang International,"Security & commodity brokers, dealers, exchanges & services",Industrial Products,MACH TLS&RL PRD,MACHINERY,N,SINGAPORE,https://finviz.com/quote.ashx?t=EBON
EBR,Centrais Eltricas Brasileiras,Electric services,Utilities,UTIL-ELEC PWR,UTIL-ELEC PWR,N,BRAZIL,https://finviz.com/quote.ashx?t=EBR
EBS,Emergent Biosolutions,Pharmaceutical preparations,Medical,MED-BIOMED/GENE,DRUGS,Y,UNITED STATES,https://finviz.com/quote.ashx?t=EBS
EC,Ecopetrol,Crude petroleum & natural gas,Oils/Energy,OIL-INTL INTGD,OIL-INTEGRATED,Y,COLOMBIA,https://finviz.com/quote.ashx?t=EC
ECBK,"ECB Bancorp, Inc.","Savings institutions, except federal",Finance,BANKS-NORTHEAST,BANKS & THRIFTS,N,UNITED STATES,https://finviz.com/quote.ashx?t=ECBK
ECCE,EAGLE FORD O&G,,,,,,,https://finviz.com/quote.ashx?t=ECCE
ECDA,"ECD Automotive Design, Inc.",Motor vehicles & car bodies,Auto/Tires/Trucks,AUTO -DOMESTIC,AUTOS/TIRES/TRUCKS,N,UNITED STATES,https://finviz.com/quote.ashx?t=ECDA
ECG,"Everus Construction Group, Inc.",Operative builders,Construction,BLDG&CONST-MISC,BUILDING PRODS,Y,UNITED STATES,https://finviz.com/quote.ashx?t=ECG
ECGP,Envit Capital Group,Patent owners & lessors,Computer and Technology,COMP-SOFTWARE,COMPUTER SOFT/SERV,N,UNITED STATES,https://finviz.com/quote.ashx?t=ECGP
ECIA,Encision,Surgical & medical instruments,Medical,MED INSTRUMENTS,MED PRODS,N,UNITED STATES,https://finviz.com/quote.ashx?t=ECIA
ECL,Ecolab,"Soap, detergents, & cleaning preparations; perfumes, & cosmetics",Basic Materials,CHEM-SPECIALTY,CHEMICALS,Y,UNITED STATES,https://finviz.com/quote.ashx?t=ECL
ECO,Okeanis Eco Tankers Corp.,Deep sea foreign transportation of freight,Transportation,TRANS-SHIP,TRANSPORTATION,N,GREECE,https://finviz.com/quote.ashx?t=ECO
ECOR,electroCore,Electromedical equipment,Medical,MED-DRUGS,DRUGS,N,UNITED STATES,https://finviz.com/quote.ashx?t=ECOR
ECPG,Encore Capital Group,Short-term business credit,Finance,FIN-CONS LOANS,FINANCE,Y,UNITED STATES,https://finviz.com/quote.ashx?t=ECPG
ECRO,ECC Capital,Real estate investment trusts,Finance,REIT-MTGE TRUST,REAL ESTATE,N,UNITED STATES,https://finviz.com/quote.ashx?t=ECRO
ECTM,ECA Marcellus Trust I,Crude petroleum & natural gas,Oils/Energy,OIL-US RYLTY TR,OIL-EXP&PROD,N,UNITED STATES,https://finviz.com/quote.ashx?t=ECTM
ECVT,Ecovyst Inc.,Chemicals & allied products,Basic Materials,CHEM-SPECIALTY,CHEMICALS,Y,UNITED STATES,https://finviz.com/quote.ashx?t=ECVT
ECX,"ECARX Holdings, Inc.",Computer integrated systems design,Business Services,Technology Services,BUSINESS SERVICES,N,CHINA,https://finviz.com/quote.ashx?t=ECX
ECXJ,CXJ Group Co.,Amusement & recreation services,Consumer Discretionary,LEISURE&REC SVS,LEISURE SERVICES,N,UNITED STATES,https://finviz.com/quote.ashx?t=ECXJ
ED,Consolidated Edison,Electric & other services combined,Utilities,UTIL-ELEC PWR,UTIL-ELEC PWR,Y,UNITED STATES,https://finviz.com/quote.ashx?t=ED
EDAP,EDAP TMS,Electromedical equipment,Medical,MED INSTRUMENTS,MED PRODS,Y,FRANCE,https://finviz.com/quote.ashx?t=EDAP
EDBL,Edible Garden,Agricultural production - crops,Consumer Staples,AGRI OPERATIONS,FOOD,N,UNITED STATES,https://finviz.com/quote.ashx?t=EDBL
EDHL,Everbright Digital Holding Limited,Advertising,Business Services,ADVERTISING/MKTG SVCS,BUSINESS SERVICES,N,HONG KONG,https://finviz.com/quote.ashx?t=EDHL
EDIT,Editas Medicine,"Biological products, except diagnostic",Medical,MED-BIOMED/GENE,DRUGS,Y,UNITED STATES,https://finviz.com/quote.ashx?t=EDIT
EDMCQ,Education Management,Educational services,Consumer Discretionary,SCHOOLS,OTHER CONS DISC,N,UNITED STATES,https://finviz.com/quote.ashx?t=EDMCQ
EDN,Empresa Distribuidora Y Comercializadora Norte S.A. Edenor,Electric services,Utilities,UTIL-ELEC PWR,UTIL-ELEC PWR,N,ARGENTINA,https://finviz.com/quote.ashx?t=EDN
EDNMY,EDENRED,Private households,Business Services,Technology Services,BUSINESS SERVICES,N,FRANCE,https://finviz.com/quote.ashx?t=EDNMY
EDPFY,Energias de Portugal,Electric services,Utilities,UTIL-ELEC PWR,UTIL-ELEC PWR,N,PORTUGAL,https://finviz.com/quote.ashx?t=EDPFY
EDRY,EuroDry,Water transportation,Transportation,TRANS-SHIP,TRANSPORTATION,N,GREECE,https://finviz.com/quote.ashx?t=EDRY
EDSA,Edesa Biotech,Pharmaceutical preparations,Medical,MED-BIOMED/GENE,DRUGS,N,CANADA,https://finviz.com/quote.ashx?t=EDSA
EDSFF,Exceed Co.,"Footwear, except rubber",Consumer Discretionary,SHOES&REL APPRL,APPAREL,N,HONG KONG,https://finviz.com/quote.ashx?t=EDSFF
EDTK,Skillful Craftsman Education Technology Limited,Educational services,Business Services,Technology Services,BUSINESS SERVICES,N,CHINA,https://finviz.com/quote.ashx?t=EDTK
EDTXF,Spectral Diagnostics,Surgical & medical instruments,Medical,MED INSTRUMENTS,MED PRODS,N,CANADA,https://finviz.com/quote.ashx?t=EDTXF
EDU,New Oriental Education & Technology Group,Educational services,Consumer Discretionary,SCHOOLS,OTHER CONS DISC,Y,CHINA,https://finviz.com/quote.ashx?t=EDU
EDUC,Educational Development,Miscellaneous nondurable goods,Consumer Staples,PUBLSHG-BOOKS,PUBLISHING,N,UNITED STATES,https://finviz.com/quote.ashx?t=EDUC
EDXC,ENDEXX CORP,,,,,,,https://finviz.com/quote.ashx?t=EDXC
EE,Excelerate Energy,Natural gas distribution,Oils/Energy,Other Alt Energy,ENERGY-ALT SRCS,Y,UNITED STATES,https://finviz.com/quote.ashx?t=EE
EEEP,"EP3Oil, Inc.","Business services, not elsewhere classified",Finance,REAL ESTATE OPS,REAL ESTATE,N,UNITED STATES,https://finviz.com/quote.ashx?t=EEEP
EEFT,Euronet Worldwide,Functions related to depository banking,Finance,FIN-MISC SVCS,FINANCE,Y,UNITED STATES,https://finviz.com/quote.ashx?t=EEFT
EEGI,ELINE ENTMNT GP,,,,,,,https://finviz.com/quote.ashx?t=EEGI
EEIQ,EpicQuest Education Group International Limited,Educational services,Consumer Discretionary,SCHOOLS,OTHER CONS DISC,N,UNITED STATES,https://finviz.com/quote.ashx?t=EEIQ
EEX,Emerald Holding,"Business services, not elsewhere classified",Consumer Discretionary,Cons Services - Misc,OTHER CONS DISC,Y,UNITED STATES,https://finviz.com/quote.ashx?t=EEX
EFC,Ellington Financial,Real estate,Finance,REIT-MTGE TRUST,REAL ESTATE,Y,UNITED STATES,https://finviz.com/quote.ashx?t=EFC
EFOI,Energy Focus,Electric lighting & wiring equipment,Construction,BLDG PRD-LTG FX,BUILDING PRODS,N,UNITED STATES,https://finviz.com/quote.ashx?t=EFOI
EFSC,Enterprise Financial Services,State commercial banks,Finance,BANKS-MIDWEST,BANKS & THRIFTS,Y,UNITED STATES,https://finviz.com/quote.ashx?t=EFSC
EFSI,Eagle Financial Services,State commercial banks,Finance,BANKS-SOUTHEAST,BANKS & THRIFTS,N,UNITED STATES,https://finviz.com/quote.ashx?t=EFSI
EFTR,"eFFECTOR Therapeutics, Inc.",Pharmaceutical preparations,Medical,MED-BIOMED/GENE,DRUGS,N,UNITED STATES,https://finviz.com/quote.ashx?t=EFTR
EFTY,"Etoiles Capital Group Co., Ltd.",Management consulting services,Finance,FIN-MISC SVCS,FINANCE,N,HONG KONG,https://finviz.com/quote.ashx?t=EFTY
EFX,Equifax,"Consumer credit reporting agencies, mercantile reporting agencies,",Business Services,Consulting,BUSINESS SERVICES,Y,UNITED STATES,https://finviz.com/quote.ashx?t=EFX
EFXT,Enerflex Ltd.,General industrial machinery & equipment,Oils/Energy,OIL-C$ EXP&PROD,OIL-EXP&PROD,Y,CANADA,https://finviz.com/quote.ashx?t=EFXT
EG,"Everest Group, Ltd.","Fire, marine, & casualty insurance",Finance,INS-MULTI LINE,INSURANCE,Y,BERMUDA,https://finviz.com/quote.ashx?t=EG
EGAN,eGain,Prepackaged software,Computer and Technology,INTERNET SOFTWARE,COMPUTER SOFT/SERV,Y,UNITED STATES,https://finviz.com/quote.ashx?t=EGAN
EGBN,Eagle Bancorp,State commercial banks,Finance,BANKS-NORTHEAST,BANKS & THRIFTS,Y,UNITED STATES,https://finviz.com/quote.ashx?t=EGBN
EGFEY,Eurobank Ergasias Services and Holdings S.A. Unsponsored ADR,,,,,,,https://finviz.com/quote.ashx?t=EGFEY
EGG,Enigmatig Limited,Management consulting services,Business Services,BUSINESS SVCS,BUSINESS SERVICES,N,SINGAPORE,https://finviz.com/quote.ashx?t=EGG
EGHA,EGH Acquisition Corp.,Holding & other investment offices,Unclassified,UNCLASSIFIED,UNCLASSIFIED,N,UNITED STATES,https://finviz.com/quote.ashx?t=EGHA
EGHT,8x8,Data processing & preparation,Computer and Technology,INTERNET SOFTWARE,COMPUTER SOFT/SERV,Y,UNITED STATES,https://finviz.com/quote.ashx?t=EGHT
EGIEY,ENGIE BRASL EGA,Electric services,Utilities,UTIL-ELEC PWR,UTIL-ELEC PWR,N,BRAZIL,https://finviz.com/quote.ashx?t=EGIEY
EGLXF,Enthusiast Gaming,Amusement & recreation services,Consumer Discretionary,GAMING,LEISURE SERVICES,N,CANADA,https://finviz.com/quote.ashx?t=EGLXF
EGO,Eldorado Gold,Gold & silver ores,Basic Materials,MINING -GOLD,METALS-NON FERR,Y,CANADA,https://finviz.com/quote.ashx?t=EGO
EGOXF,Next.e.GO N.V.,Holding & other investment offices,Unclassified,UNCLASSIFIED,UNCLASSIFIED,N,UNITED STATES,https://finviz.com/quote.ashx?t=EGOXF
EGP,EastGroup Properties,Real estate investment trusts,Finance,REIT-EQTY TRUST -OTHER,REAL ESTATE,Y,UNITED STATES,https://finviz.com/quote.ashx?t=EGP
EGSE,"Evergreen Sustainable Enterprises, Inc.","Business services, not elsewhere classified",Multi-Sector Conglomerates,DIVERSIFIED OPS,CONGLOMERATES,N,UNITED STATES,https://finviz.com/quote.ashx?t=EGSE
EGY,Vaalco Energy,Crude petroleum & natural gas,Oils/Energy,International E&P,OIL-EXP&PROD,Y,UNITED STATES,https://finviz.com/quote.ashx?t=EGY
EGYF,"Energy Finders, Inc.",,,,,,,https://finviz.com/quote.ashx?t=EGYF
EH,Ehang Holdings,"Aircraft parts & equipment, not elsewhere classified",Aerospace,AEROSP/DEF EQ,AEROSPACE/DEFENSE,Y,CHINA,https://finviz.com/quote.ashx?t=EH
EHAB,"Enhabit, Inc.",Home health care services,Medical,Medical Services,MEDICAL CARE,Y,UNITED STATES,https://finviz.com/quote.ashx?t=EHAB
EHC,Encompass Health,Hospitals,Medical,MED-OUTP/HM CRE,MEDICAL CARE,Y,UNITED STATES,https://finviz.com/quote.ashx?t=EHC
EHGO,Eshallgo Inc.,"Equipment rental & leasing, not elsewhere classified",Business Services,Business/Office Products,Business Products,N,CHINA,https://finviz.com/quote.ashx?t=EHGO
EHLD,Euroholdings Ltd.,,Transportation,TRANS-SHIP,TRANSPORTATION,N,,https://finviz.com/quote.ashx?t=EHLD
EHSI,Elite Health Systems Inc.,,,,,,,https://finviz.com/quote.ashx?t=EHSI
EHTH,eHealth,"Insurance agents, brokers, & service",Finance,INS-BROKERS,INSURANCE,Y,UNITED STATES,https://finviz.com/quote.ashx?t=EHTH
EIG,Employers Holdings,"Fire, marine, & casualty insurance",Finance,INS-ACC & HLTH,INSURANCE,Y,UNITED STATES,https://finviz.com/quote.ashx?t=EIG
EIX,Edison International,Electric services,Utilities,UTIL-ELEC PWR,UTIL-ELEC PWR,Y,UNITED STATES,https://finviz.com/quote.ashx?t=EIX
